id,name,normalized_name,entity_kind_key,country,province,city,address,postal_code,lat,lon,urls,contacts_phone,contacts_email,extra
01bac392-5792-494e-964e-4d5601779d37,ACOMPANYA'M LLEIDA,acompanya'm lleida,hospital,España,Lleida,Lleida,TRANSVERSAL D'EXTREMADURA 13,25001,41.5999318,0.6446571,https://www.sanidad.gob.es/ciudadanos/centros.do?dependenciaTipoCentro=&6578706f7274=1&nombreHosp=&botonHospitales=2&finalidadAsistencial=&d-4015021-e=1&provincia=&accion=Consultar&comunidad=&dependenciaFuncional=,932142124,,"{""fax"":null,""concierto"":""Sin concierto"",""num_camas"":""31"",""codigo_ccn"":""0925001398"",""codigo_cnh"":""250254"",""tipo_centro"":""Hospitales de salud mental y tratamiento de toxicomanías"",""comunidad_autonoma"":""Cataluña"",""acreditacion_docente"":""SI"",""dependencia_funcional"":""Privados""}"
18168ccd-3063-4d7b-9edb-4acd795b1f13,"ADINFA, SOCIEDAD COOPERATIVA ANDALUZA","adinfa, sociedad cooperativa andaluza",hospital,España,Sevilla,Coria del Río,CALLE MARIA JESUS 3,41100,37.2866752,-6.0556791,https://www.sanidad.gob.es/ciudadanos/centros.do?dependenciaTipoCentro=&6578706f7274=1&nombreHosp=&botonHospitales=2&finalidadAsistencial=&d-4015021-e=1&provincia=&accion=Consultar&comunidad=&dependenciaFuncional=,607271338,,"{""fax"":null,""concierto"":""Red de utilización pública (RUP)"",""num_camas"":""25"",""codigo_ccn"":""0141006854"",""codigo_cnh"":""410496"",""tipo_centro"":""Hospitales de salud mental y tratamiento de toxicomanías"",""comunidad_autonoma"":""Andalucía"",""acreditacion_docente"":""NO"",""dependencia_funcional"":""Privados""}"
b4d8d8dd-3fc5-5a3e-b7f3-8a11b57f2f67,AMBULATORIO AZPEITIA,ambulatorio azpeitia,hospital,España,GIPUZKOA,AZPEITIA,"CALLE JOSE DE ARTETXE, Nº 7",20730,,,,,,"{""rdf_name"":""PUNTO DE ATENCIÓN CONTINUADA (PAC)"",""rdf_about"":""http://www.sanidad.gob.es/datosAbiertos/dispositivosRDF.do?id=4554"",""street_raw"":""AMBULATORIO AZPEITIA - CALLE JOSE DE ARTETXE, Nº 7"",""telephone_raw"":""Urgencias 112"",""address_region_rdf"":""PAÍS VASCO""}"
c7a7a825-51f5-5d99-9933-b4110f8d8859,AMBULATORIO BEASAIN,ambulatorio beasain,hospital,España,GIPUZKOA,BEASAIN,"CALLE BERNEDO ENEA, Nº 1",20200,,,,,,"{""rdf_name"":""PUNTO DE ATENCIÓN CONTINUADA (PAC)"",""rdf_about"":""http://www.sanidad.gob.es/datosAbiertos/dispositivosRDF.do?id=4117"",""street_raw"":""AMBULATORIO BEASAIN - CALLE BERNEDO ENEA, Nº 1"",""telephone_raw"":""Urgencias 112"",""address_region_rdf"":""PAÍS VASCO""}"
01299882-85ff-563c-914d-23608aefdd4f,AMBULATORIO DE AMARA BERRI,ambulatorio de amara berri,hospital,España,GIPUZKOA,DONOSTIA/SAN SEBASTIÁN,"CALLE JAVIER BARKAIZTEGI, Nº 18",20010,,,,,,"{""rdf_name"":""PUNTO DE ATENCIÓN CONTINUADA (PAC)"",""rdf_about"":""http://www.sanidad.gob.es/datosAbiertos/dispositivosRDF.do?id=4124"",""street_raw"":""AMBULATORIO DE AMARA BERRI - CALLE JAVIER BARKAIZTEGI, Nº 18"",""telephone_raw"":""Urgencias 112"",""address_region_rdf"":""PAÍS VASCO""}"
8eb42832-f9a9-51c4-b249-9bca19c8cf02,AMBULATORIO GROS,ambulatorio gros,hospital,España,GIPUZKOA,DONOSTIA/SAN SEBASTIÁN,"AVENIDA DE NAVARRA, Nº 14",20013,,,,,,"{""rdf_name"":""PUNTO DE ATENCIÓN CONTINUADA (PAC)"",""rdf_about"":""http://www.sanidad.gob.es/datosAbiertos/dispositivosRDF.do?id=4309"",""street_raw"":""AMBULATORIO GROS - AVENIDA DE NAVARRA, Nº 14"",""telephone_raw"":""Urgencias 112"",""address_region_rdf"":""PAÍS VASCO""}"
421769f6-52ac-5c49-9384-480a27dfa81e,AMBULATORIO IRUN CENTRO,ambulatorio irun centro,hospital,España,GIPUZKOA,IRUN,"AVENIDA GIPUZKOA, Nº 15",20302,,,,,,"{""rdf_name"":""PUNTO DE ATENCIÓN CONTINUADA (PAC)"",""rdf_about"":""http://www.sanidad.gob.es/datosAbiertos/dispositivosRDF.do?id=4121"",""street_raw"":""AMBULATORIO IRUN CENTRO - AVENIDA GIPUZKOA, Nº 15"",""telephone_raw"":""Urgencias 112"",""address_region_rdf"":""PAÍS VASCO""}"
9c21746c-da05-5cd6-b55f-7a95d3f91428,AMBULATORIO LLODIO,ambulatorio llodio,hospital,España,ARABA/ÁLAVA,LAUDIO/LLODIO,"CALLE ZUMALAKARREGUI, S/N",01400,,,,,,"{""rdf_name"":""PUNTO DE ATENCIÓN CONTINUADA (PAC)"",""rdf_about"":""http://www.sanidad.gob.es/datosAbiertos/dispositivosRDF.do?id=4107"",""street_raw"":""AMBULATORIO LLODIO - CALLE ZUMALAKARREGUI, S/N"",""telephone_raw"":""Urgencias 112"",""address_region_rdf"":""PAÍS VASCO""}"
4d934829-6a93-55bb-a02b-0c26e217796a,AMBULATORIO OLAGUIBEL,ambulatorio olaguibel,hospital,España,ARABA/ÁLAVA,VITORIA-GASTEIZ,"CALLE OLAGUIBEL, Nº 31",01004,,,,,,"{""rdf_name"":""PUNTO DE ATENCIÓN CONTINUADA (PAC)"",""rdf_about"":""http://www.sanidad.gob.es/datosAbiertos/dispositivosRDF.do?id=4553"",""street_raw"":""AMBULATORIO OLAGUIBEL - CALLE OLAGUIBEL, Nº 31"",""telephone_raw"":""Urgencias 112"",""address_region_rdf"":""PAÍS VASCO""}"
de9f4040-510b-4314-9f78-3c501b9f8beb,ANTIC HOSPITAL DE SANT JAUME I SANTA MAGDALENA,antic hospital de sant jaume i santa magdalena,hospital,España,Barcelona,Mataró,CALLE HOSPITAL 29-31,08301,41.539744,2.449254,https://www.sanidad.gob.es/ciudadanos/centros.do?dependenciaTipoCentro=&6578706f7274=1&nombreHosp=&botonHospitales=2&finalidadAsistencial=&d-4015021-e=1&provincia=&accion=Consultar&comunidad=&dependenciaFuncional=,937582800,,"{""fax"":null,""concierto"":""Red de utilización pública (RUP)"",""num_camas"":""70"",""codigo_ccn"":""0908005240"",""codigo_cnh"":""081580"",""tipo_centro"":""Hospitales de media y larga estancia"",""comunidad_autonoma"":""Cataluña"",""acreditacion_docente"":""NO"",""dependencia_funcional"":""Otras Entidades u o rganismos Públicos""}"
